"model","ens","year","p_e","p_e_ano","pr","pr_ano","gmst_ano"
"UKESM1","r17i1p1f2",2058,-1.3685054203961,-0.397353712050972,0.496138678863645,-1.02290180755517,3.0760457356771
"UKESM1","r17i1p1f2",2059,-1.03891809121706,-0.0677663828719233,0.751543807564303,-0.767496678854513,3.13579915364585
"UKESM1","r17i1p1f2",2060,-1.1552388430573,-0.184087134712172,1.29138604388572,-0.227654442533094,3.19552205403647
"UKESM1","r17i1p1f2",2061,-1.29961670609191,-0.328464997746778,0.832631334196776,-0.686409152222041,3.2553670247396
"UKESM1","r17i1p1f2",2062,-1.40322787337936,-0.432076165034232,0.434545009920839,-1.08449547649798,3.3154256184896
"UKESM1","r17i1p1f2",2063,-0.873693806352094,0.0974579019930388,1.21622048900463,-0.30281999741419,3.37533162434897
"UKESM1","r17i1p1f2",2064,-1.35290470789187,-0.381752999546734,0.311612056248123,-1.20742843017069,3.43557332356772
"UKESM1","r17i1p1f2",2065,-1.42840485787019,-0.457253149525059,0.252392987022176,-1.26664749939664,3.49697469075522
"UKESM1","r17i1p1f2",2066,-1.02614187053405,-0.0549901621889148,1.10047667403705,-0.418563812381763,3.55974934895835
"UKESM1","r17i1p1f2",2067,-1.30548398592509,-0.334332277579961,0.693906855303794,-0.825133631115023,3.62417195638022
"UKESM1","r17i1p1f2",2068,-1.17213031626306,-0.200978607917932,0.876652513397858,-0.642387973020959,3.6893269856771
"UKESM1","r17i1p1f2",2069,-0.799427210586146,0.171724497758987,1.27739308518358,-0.241647401235241,3.75368855794272
"UKESM1","r17i1p1f2",2070,-0.940383685519919,0.0307680228252138,1.10812709899619,-0.410913387422625,3.81765340169272
"UKESM1","r17i1p1f2",2071,-1.37610131059773,-0.4049496022526,0.591927801724523,-0.927112684694293,3.88271687825522
"UKESM1","r17i1p1f2",2072,-1.58405915717594,-0.612907448830811,0.39562188758282,-1.123418598836,3.9492146809896
"UKESM1","r17i1p1f2",2073,-1.23733557702508,-0.266183868679946,0.985571389901452,-0.533469096517365,4.01592610677085
"UKESM1","r17i1p1f2",2074,-1.26486399967689,-0.293712291331758,0.685948788304813,-0.833091698114004,4.08187459309897
"UKESM1","r17i1p1f2",2075,-1.07571443659253,-0.104562728247402,0.261511764256284,-1.25752872216253,4.14702962239585
"UKESM1","r17i1p1f2",2076,-1.28813313203864,-0.316981423693505,0.861310015898198,-0.657730470520619,4.21212361653647
"UKESM1","r17i1p1f2",2077,-0.978799257427454,-0.00764754908232135,0.745227205334231,-0.773813281084585,4.2775838216146
"UKESM1","r17i1p1f2",2078,-1.00635911221616,-0.0352074038710271,1.00561652798206,-0.513423958436761,4.34347127278647
"UKESM1","r17i1p1f2",2079,-1.60425729118288,-0.633105582837743,0.907869890215807,-0.61117059620301,4.40981648763022
"UKESM1","r17i1p1f2",2080,-1.06989312625956,-0.0987414179144253,0.868685331079178,-0.650355155339639,4.47530721028647
"UKESM1","r17i1p1f2",2081,-0.895955381565727,0.0751963267794054,0.992849501199089,-0.526190985219728,4.5390584309896
"UKESM1","r17i1p1f2",2082,-1.27741807373241,-0.306266365387273,0.763083173660561,-0.755957312758255,4.6019246419271
"UKESM1","r17i1p1f2",2083,-1.11662477720529,-0.145473068860156,0.541048916056752,-0.977991570362065,4.66500447591147
"UKESM1","r17i1p1f2",2084,-0.950598894269206,0.020552814075927,1.04086193314288,-0.478178553275939,4.72832845052085
"UKESM1","r17i1p1f2",2085,-1.12422271049581,-0.153071002150682,0.697029795264825,-0.822010691153992,4.79110310872397
"UKESM1","r17i1p1f2",2086,-1.02554088807665,-0.0543891797315155,0.471830635797232,-1.04720985062158,4.85482381184897
"UKESM1","r17i1p1f2",2087,-1.53911120141856,-0.567959493073431,0.608714959525969,-0.910325526892848,4.92098592122397
"UKESM1","r17i1p1f2",2088,-1.21067916043103,-0.239527452085895,0.812743121059611,-0.706297365359205,4.98870442708335
"UKESM1","r17i1p1f2",2089,-1.00679971219506,-0.0356480038499285,0.694366157404147,-0.82467432901467,5.05709431966147
"UKESM1","r17i1p1f2",2090,-1.40000560786575,-0.428853899520618,0.534262835572008,-0.984777650846809,5.12820027669272
"UKESM1","r17i1p1f2",2091,-1.29930529219564,-0.328153583850508,0.170970295584993,-1.34807019083382,5.20113728841147
"UKESM1","r17i1p1f2",2092,-1.03859622613527,-0.0674445177901362,0.75126783340238,-0.767772653016436,5.27334187825522
"UKESM1","r17i1p1f2",2093,-1.12904471461661,-0.157893006271479,0.51619862933876,-1.00284185708006,5.34621785481772
"UKESM1","r17i1p1f2",2094,-1.36450960999355,-0.393357901648415,0.439755004481412,-1.0792854819374,5.42031453450522
"UKESM1","r17i1p1f2",2095,-0.584202096797526,0.386949611547607,1.58774048904888,0.0687000026300666,5.49453328450522
"UKESM1","r17i1p1f2",2096,-0.972759493743069,-0.00160778539793682,0.935886611114256,-0.583153875304561,5.56853841145835
"UKESM1","r17i1p1f2",2097,-0.999503920320421,-0.0283522119752888,0.359355566615704,-1.15968491980311,5.6426961263021
"UKESM1","r17i1p1f2",2098,-0.949743782985024,0.0214079253601085,1.01580030459445,-0.503240181824367,5.71673177083335
"UKESM1","r17i1p1f2",2099,-1.17018498131074,-0.199033272965607,0.276202084205579,-1.24283840221324,5.79058430989585
"UKESM1","r17i1p1f2",2100,-0.943452247884125,0.0276994604610081,0.571024527016561,-0.948015959402255,5.86440633138022
"UKESM1","r18i1p1f2",1850,-1.48313260870054,-0.511980900355411,1.19446701428387,-0.324573472134944,-0.338108317057277
"UKESM1","r18i1p1f2",1851,-0.796277396148071,0.174874312197062,1.85486996197142,0.3358294755526,-0.337742106119777
"UKESM1","r18i1p1f2",1852,-1.44704458652996,-0.475892878184823,1.4193233277183,-0.0997171587005141,-0.337345377604152
"UKESM1","r18i1p1f2",1853,-0.87274219840765,0.0984095099374827,1.66577532654628,0.146734840127465,-0.336948649088527
"UKESM1","r18i1p1f2",1854,-1.03412453318015,-0.0629728248350148,1.50047749048099,-0.0185629959378275,-0.336643473307277
"UKESM1","r18i1p1f2",1855,-0.968758575618267,0.00239313272686559,1.44838893902488,-0.0706515473939362,-0.336460367838527
"UKESM1","r18i1p1f2",1856,-1.70912684407085,-0.737975135725719,0.962332982453518,-0.556707503965299,-0.336216227213527
"UKESM1","r18i1p1f2",1857,-0.483871187316254,0.487280521028879,2.14341336395591,0.624372877537098,-0.335850016276027
"UKESM1","r18i1p1f2",1858,-1.36978643713519,-0.398634728790057,1.24017562775407,-0.278864858664747,-0.335483805338527
"UKESM1","r18i1p1f2",1859,-0.998171197716147,-0.0270194893710141,1.50815981905907,-0.0108806673597428,-0.335209147135402
"UKESM1","r18i1p1f2",1860,-1.95141251315363,-0.980260804808495,0.688907731091604,-0.830132755327213,-0.335178629557277
"UKESM1","r18i1p1f2",1861,-1.45457321195863,-0.483421503613499,1.19605677318759,-0.322983713231224,-0.334995524088527
"UKESM1","r18i1p1f2",1862,-0.884335627779365,0.0868160805657681,1.58575554960407,0.0667150631852564,-0.334476725260402
"UKESM1","r18i1p1f2",1863,-1.6260590928141,-0.65490738446897,1.29141590441577,-0.227624582003045,-0.333988444010402
"UKESM1","r18i1p1f2",1864,-1.70827078982256,-0.737119081477431,0.961584347533062,-0.557456138885755,-0.333805338541652
"UKESM1","r18i1p1f2",1865,-1.12165329046547,-0.150501582120341,1.56663459492847,0.0475941085096565,-0.334324137369777
"UKESM1","r18i1p1f2",1866,-1.52961288113147,-0.558461172786338,1.16687156260014,-0.352168923818681,-0.335514322916652
"UKESM1","r18i1p1f2",1867,-1.23258720268495,-0.261435494339821,1.46612420794554,-0.0529162784732762,-0.337009684244777
"UKESM1","r18i1p1f2",1868,-1.64603720186278,-0.67488549351765,1.14905677037314,-0.369983716045681,-0.338657633463527
"UKESM1","r18i1p1f2",1869,-1.16863647708669,-0.19748476874156,1.36243461747654,-0.156605868942279,-0.340336100260402
"UKESM1","r18i1p1f2",1870,-1.50826260214671,-0.537110893801582,1.27952316252049,-0.239517323898326,-0.341923014322902
"UKESM1","r18i1p1f2",1871,-0.896809942787513,0.0743417655576195,1.57440053299069,0.0553600465718773,-0.343570963541652
"UKESM1","r18i1p1f2",1872,-1.1536079866346,-0.182456278289465,1.37936695246026,-0.139673533958558,-0.345615641276027
"UKESM1","r18i1p1f2",1873,-0.926090549910441,0.0450611584346916,2.05536896246485,0.536328476046037,-0.348057047526027
"UKESM1","r18i1p1f2",1874,-0.870734627824277,0.100417080520856,1.68197073508054,0.162930248661723,-0.350864664713527
"UKESM1","r18i1p1f2",1875,-1.5281415428035,-0.556989834458363,1.16023505979683,-0.358805426621984,-0.354069010416652
"UKESM1","r18i1p1f2",1876,-0.829505251022056,0.141646457323077,1.53039444121532,0.0113539547965047,-0.357609049479152
"UKESM1","r18i1p1f2",1877,-0.149807607522234,0.821344100822898,2.34521726961248,0.82617678319366,-0.361393229166652
"UKESM1","r18i1p1f2",1878,-0.596604746533558,0.374546961811575,1.91258187987842,0.3935413934596,-0.365268961588527
"UKESM1","r18i1p1f2",1879,-1.82102415128611,-0.849872442940978,1.00161631708033,-0.517424169338483,-0.369358317057277
"UKESM1","r18i1p1f2",1880,-0.696284224977717,0.274867483367416,1.95959052653052,0.440550040111702,-0.373722330729152
"UKESM1","r18i1p1f2",1881,-1.62680827779695,-0.655656569451821,0.991775386501104,-0.527265099917713,-0.378422037760402
"UKESM1","r18i1p1f2",1882,-0.557739066425711,0.413412641919422,2.08843572763726,0.569395241218444,-0.382511393229152
"UKESM1","r18i1p1f2",1883,-1.38331734342501,-0.412165635079873,1.33434481685981,-0.184695669559005,-0.385288492838527
"UKESM1","r18i1p1f2",1884,-1.14832754479721,-0.177175836452079,1.38611056027003,-0.13292992614879,-0.387211100260402
"UKESM1","r18i1p1f2",1885,-0.595209002494812,0.375942705850321,2.05214355373755,0.533103067318734,-0.388767496744777
"UKESM1","r18i1p1f2",1886,-0.352002528961748,0.619149179383385,1.96549473912455,0.446454252705735,-0.390537516276027
"UKESM1","r18i1p1f2",1887,-0.187069148523733,0.7840825598214,2.59591465000995,1.07687416359113,-0.392460123697902
"UKESM1","r18i1p1f2",1888,-0.993212935281917,-0.0220612269367848,1.65594193967991,0.136901453261089,-0.394169108072902
"UKESM1","r18i1p1f2",1889,-0.557013298384845,0.414138409960287,1.68651110725477,0.167470620835957,-0.395298258463527
"UKESM1","r18i1p1f2",1890,-0.341041357023641,0.630110351321491,2.14327317662537,0.624232690206554,-0.395572916666652
"UKESM1","r18i1p1f2",1891,-0.701316824415699,0.269834883929434,2.09871073602699,0.579670249608171,-0.394718424479152
"UKESM1","r18i1p1f2",1892,-1.45452527794987,-0.483373569604737,0.970795456669293,-0.548245029749523,-0.393711344401027
"UKESM1","r18i1p1f2",1893,-0.861785741290078,0.109365967055055,1.49648419464938,-0.0225562917694333,-0.393558756510402
"UKESM1","r18i1p1f2",1894,-1.16532557294704,-0.194173864601908,1.35181181249209,-0.167228673926729,-0.393955485026027
"UKESM1","r18i1p1f2",1895,-1.053530263016,-0.0823785546708677,1.66169559233822,0.142655105919403,-0.394596354166652
"UKESM1","r18i1p1f2",1896,-0.832377676852047,0.138774031493085,1.64125040173531,0.122209915316489,-0.395115152994777
"UKESM1","r18i1p1f2",1897,-1.1004721163772,-0.129320408032072,1.43014321220107,-0.088897274217743,-0.395267740885402
"UKESM1","r18i1p1f2",1898,-0.992304546525702,-0.0211528381805692,1.52798328199424,0.00894279557542177,-0.395023600260402
"UKESM1","r18i1p1f2",1899,-1.25575355195906,-0.284601843613927,1.30540234094951,-0.213638145469304,-0.394779459635402
"UKESM1","r18i1p1f2",1900,-0.247432524338365,0.723719184006768,1.95353606832214,0.43449558190332,-0.394901529947902
"UKESM1","r18i1p1f2",1901,-0.830098532605916,0.141053175739216,1.67015712358989,0.151116637171071,-0.395664469401027
"UKESM1","r18i1p1f2",1902,-1.40929914778098,-0.438147439435852,0.851083570159972,-0.667956916258845,-0.397342936197902
"UKESM1","r18i1p1f2",1903,-0.486670061945915,0.484481646399217,1.98814505129121,0.469104564872396,-0.399082438151027
"UKESM1","r18i1p1f2",1904,-1.13621234195307,-0.165060633607936,1.57843610504642,0.0593956186276046,-0.399967447916652
"UKESM1","r18i1p1f2",1905,-0.383660977240652,0.587490731104481,2.1332464821171,0.614205995698285,-0.400394694010402
"UKESM1","r18i1p1f2",1906,-1.40871042385697,-0.437558715511841,0.957089001894929,-0.561951484523888,-0.400730387369777
"UKESM1","r18i1p1f2",1907,-1.39621222042479,-0.425060512079654,1.21945344144478,-0.299587044974032,-0.401310221354152
"UKESM1","r18i1p1f2",1908,-1.59326452994719,-0.622112821602059,1.20742224098649,-0.311618245432328,-0.401767985026027
"UKESM1","r18i1p1f2",1909,-1.28603951598052,-0.314887807635387,1.05960161599796,-0.459438870420854,-0.401249186197902
"UKESM1","r18i1p1f2",1910,-0.42576432460919,0.545387383735942,1.93981059710495,0.420770110686135,-0.399570719401027
"UKESM1","r18i1p1f2",1911,0.0462736061308533,1.01742531447599,2.53029000596143,1.01124951954262,-0.396579996744777
"UKESM1","r18i1p1f2",1912,-0.74050955590792,0.230642152437213,1.66102844523266,0.141987958813843,-0.392032877604152
"UKESM1","r18i1p1f2",1913,-1.04391202912666,-0.0727603207815264,1.72115576569922,0.202115279280406,-0.386692301432277
"UKESM1","r18i1p1f2",1914,-0.917146063875407,0.0540056444697257,1.71754515613429,0.198504669715476,-0.381260172526027
"UKESM1","r18i1p1f2",1915,-0.629704515449703,0.34144719289543,1.9067746354267,0.387734149007883,-0.375461832682277
"UKESM1","r18i1p1f2",1916,-1.17724825395271,-0.206096545607579,1.35428159264848,-0.16475889377034,-0.369022623697902
"UKESM1","r18i1p1f2",1917,-0.466702482663095,0.504449225682038,1.66486536618322,0.145824879764405,-0.361667887369777
"UKESM1","r18i1p1f2",1918,-0.983696384355426,-0.0125446760102932,1.41207680571824,-0.106963680700574,-0.354404703776027
"UKESM1","r18i1p1f2",1919,-0.257888581836596,0.713263126508537,2.2425229777582,0.723482491339382,-0.348209635416652
"UKESM1","r18i1p1f2",1920,-0.713857775554061,0.257293932791072,2.05332383047789,0.534283344059077,-0.342594401041652
"UKESM1","r18i1p1f2",1921,-1.33948507136665,-0.36833336302152,1.52440473320894,0.00536424679012271,-0.337131754557277
"UKESM1","r18i1p1f2",1922,-1.43369771540165,-0.462546007056517,1.10909292998258,-0.409947556436236,-0.331424967447902
"UKESM1","r18i1p1f2",1923,-1.2552406580653,-0.284088949720172,1.60228602471761,0.0832455382987973,-0.325413004557277
"UKESM1","r18i1p1f2",1924,-1.39278313145041,-0.421631423105282,1.06276651786175,-0.45627396855707,-0.319614664713527
"UKESM1","r18i1p1f2",1925,-1.21283603366464,-0.241684325319511,1.29438592703082,-0.224654559388,-0.314243570963527
"UKESM1","r18i1p1f2",1926,-2.07826318801381,-1.10711147966867,0.474717206088826,-1.04432328032999,-0.309604899088527
"UKESM1","r18i1p1f2",1927,-0.908307346981019,0.0628443613641139,1.49915246875025,-0.0198880176685634,-0.306003824869777
"UKESM1","r18i1p1f2",1928,-1.44347908208147,-0.472327373736334,1.06149988132529,-0.457540605093527,-0.302952067057277
"UKESM1","r18i1p1f2",1929,-1.6280168434605,-0.656865135115368,1.05480687925592,-0.464233607162896,-0.299930826822902
"UKESM1","r18i1p1f2",1930,0.118608539924026,1.08976024826916,2.51083822804503,0.991797741626215,-0.297153727213527
"UKESM1","r18i1p1f2",1931,-0.914310099324211,0.0568416090209212,1.82031692820601,0.301276441787195,-0.294712320963527
"UKESM1","r18i1p1f2",1932,-1.32324785809033,-0.352096149745194,1.47192720905878,-0.0471132773600402,-0.292789713541652
"UKESM1","r18i1p1f2",1933,-1.02426694356836,-0.0531152352232311,1.79417670588009,0.275136219461274,-0.291263834635402
"UKESM1","r18i1p1f2",1934,-0.542861764552072,0.428289943793061,1.73539672396146,0.216356237542641,-0.289798990885402
"UKESM1","r18i1p1f2",1935,-0.314407492987812,0.656744215357321,2.12220311514102,0.603162628722202,-0.288334147135402
"UKESM1","r18i1p1f2",1936,-1.25267941039056,-0.281527702045423,1.3587815745268,-0.160258911892015,-0.286808268229152
"UKESM1","r18i1p1f2",1937,-0.922753242775798,0.0483984655693348,2.05644126981497,0.537400783396151,-0.285160319010402
"UKESM1","r18i1p1f2",1938,-0.625445146579295,0.345706561765837,1.89655573340133,0.377515246982512,-0.283298746744777
"UKESM1","r18i1p1f2",1939,-1.52024013223127,-0.549088423886133,1.11936448083725,-0.399676005581568,-0.281498209635402
"UKESM1","r18i1p1f2",1940,0.698540109442547,1.66969181778768,3.15758603392169,1.63854554750287,-0.280033365885402
"UKESM1","r18i1p1f2",1941,-0.483609357615933,0.4875423507292,2.12050719419494,0.601466707776126,-0.278934733072902
"UKESM1","r18i1p1f2",1942,-1.68681961367838,-0.715667905333248,0.803212897153571,-0.715827589265245,-0.278171793619777
"UKESM1","r18i1p1f2",1943,-0.81650004722178,0.154651661123353,1.43994988175109,-0.0790906046677264,-0.277744547526027
"UKESM1","r18i1p1f2",1944,-0.361892493674532,0.609259214670601,2.0833179471083,0.564277460689482,-0.277988688151027
"UKESM1","r18i1p1f2",1945,-1.24849563580938,-0.277343927464244,1.49184103938751,-0.0271994470313075,-0.279178873697902
"UKESM1","r18i1p1f2",1946,-1.78608544520102,-0.814933736855892,1.08060716302134,-0.438433323397476,-0.281040445963527
"UKESM1","r18i1p1f2",1947,-1.01237585186027,-0.0412241435151373,1.83741161017679,0.31837112375797,-0.283420817057277
"UKESM1","r18i1p1f2",1948,-0.923594052437693,0.0475576559074398,1.53015272808261,0.0111122416637954,-0.286106363932277
"UKESM1","r18i1p1f2",1949,-0.144510349491611,0.826641358853522,2.27537584723905,0.756335360820231,-0.289432779947902
"UKESM1","r18i1p1f2",1950,-1.51134515181184,-0.540193443466706,1.07105297211092,-0.447987514307897,-0.293827311197902
"UKESM1","r18i1p1f2",1951,-0.8065736212302,0.164578087114933,1.57789547229186,0.0588549858730403,-0.299228922526027
"UKESM1","r18i1p1f2",1952,-0.719668163219467,0.251483545125666,1.92285767407157,0.403817187652749,-0.305546061197902
"UKESM1","r18i1p1f2",1953,-1.2519849173259,-0.280833208980766,1.46719038602896,-0.0518501003898564,-0.312717692057277
"UKESM1","r18i1p1f2",1954,-1.59115857677534,-0.62000686843021,1.09851758752484,-0.420522898893978,-0.321171061197902
"UKESM1","r18i1p1f2",1955,-1.59838765393943,-0.627235945594293,0.979730355902575,-0.539310130516242,-0.331211344401027
"UKESM1","r18i1p1f2",1956,-0.986034463858232,-0.0148827555130993,1.4846688543912,-0.0343716320276144,-0.342563883463527
"UKESM1","r18i1p1f2",1957,-0.329914852045476,0.641236856299656,2.10867142304778,0.589630936628964,-0.354954020182277
"UKESM1","r18i1p1f2",1958,-0.742946017999202,0.228205690345931,1.85118878725916,0.332148300840345,-0.368137613932277
"UKESM1","r18i1p1f2",1959,-1.00087090395391,-0.0297191956087772,1.31707992986776,-0.201960556551057,-0.381046549479152
"UKESM1","r18i1p1f2",1960,-1.38571168645285,-0.414559978107718,1.02013047435321,-0.498910012065608,-0.393131510416652
"UKESM1","r18i1p1f2",1961,-1.30288769141771,-0.331735983072576,1.25012602075003,-0.268914465668786,-0.405033365885402
"UKESM1","r18i1p1f2",1962,-0.368956080637872,0.60219562770726,2.41012793267146,0.891087446252641,-0.417331949869777
"UKESM1","r18i1p1f2",1963,-2.15411380631849,-1.18296209797336,0.686556135769933,-0.832484350648883,-0.430637613932277
