"model","ens","year","tx5d","tx5d_ano","gmst_ano"
"CanESM5","r10i1p1f1",1959,292.879333496094,1.92832641601564,-0.619033813476562
"CanESM5","r10i1p1f1",1960,294.022888183594,3.07188110351564,-0.630447387695312
"CanESM5","r10i1p1f1",1961,293.577484130859,2.62647705078126,-0.645736694335938
"CanESM5","r10i1p1f1",1962,295.99609375,5.04508666992189,-0.658615112304688
"CanESM5","r10i1p1f1",1963,293.936370849609,2.98536376953126,-0.672561645507812
"CanESM5","r10i1p1f1",1964,294.982757568359,4.03175048828126,-0.687149047851562
"CanESM5","r10i1p1f1",1965,293.252838134766,2.30183105468751,-0.695632934570312
"CanESM5","r10i1p1f1",1966,293.892486572266,2.94147949218751,-0.701400756835938
"CanESM5","r10i1p1f1",1967,295.787017822266,4.83601074218751,-0.707595825195312
"CanESM5","r10i1p1f1",1968,293.033538818359,2.08253173828126,-0.706497192382812
"CanESM5","r10i1p1f1",1969,295.638854980469,4.68784790039064,-0.698623657226562
"CanESM5","r10i1p1f1",1970,292.068572998047,1.11756591796876,-0.689651489257812
"CanESM5","r10i1p1f1",1971,295.149871826172,4.19886474609376,-0.674636840820312
"CanESM5","r10i1p1f1",1972,295.715545654297,4.76453857421876,-0.655441284179688
"CanESM5","r10i1p1f1",1973,293.887847900391,2.93684082031251,-0.636337280273438
"CanESM5","r10i1p1f1",1974,295.136322021484,4.18531494140626,-0.615554809570312
"CanESM5","r10i1p1f1",1975,293.871826171875,2.92081909179689,-0.593612670898438
"CanESM5","r10i1p1f1",1976,295.086120605469,4.13511352539064,-0.572372436523438
"CanESM5","r10i1p1f1",1977,292.796234130859,1.84522705078126,-0.552993774414062
"CanESM5","r10i1p1f1",1978,294.34228515625,3.39127807617189,-0.534439086914062
"CanESM5","r10i1p1f1",1979,293.487670898438,2.53666381835939,-0.515274047851562
"CanESM5","r10i1p1f1",1980,294.668975830078,3.71796875000001,-0.494430541992188
"CanESM5","r10i1p1f1",1981,294.236602783203,3.28559570312501,-0.472213745117188
"CanESM5","r10i1p1f1",1982,293.538787841797,2.58778076171876,-0.449111938476562
"CanESM5","r10i1p1f1",1983,297.306884765625,6.35587768554689,-0.422805786132812
"CanESM5","r10i1p1f1",1984,294.92724609375,3.97623901367189,-0.395004272460938
"CanESM5","r10i1p1f1",1985,293.475463867188,2.52445678710939,-0.368026733398438
"CanESM5","r10i1p1f1",1986,294.099792480469,3.14878540039064,-0.338943481445312
"CanESM5","r10i1p1f1",1987,296.401000976562,5.44999389648439,-0.306533813476562
"CanESM5","r10i1p1f1",1988,295.907135009766,4.95612792968751,-0.275497436523438
"CanESM5","r10i1p1f1",1989,295.044342041016,4.09333496093751,-0.244552612304688
"CanESM5","r10i1p1f1",1990,294.291412353516,3.34040527343751,-0.213424682617188
"CanESM5","r10i1p1f1",1991,292.349639892578,1.39863281250001,-0.186264038085938
"CanESM5","r10i1p1f1",1992,295.987518310547,5.03651123046876,-0.159530639648438
"CanESM5","r10i1p1f1",1993,294.454315185547,3.50330810546876,-0.124710083007812
"CanESM5","r10i1p1f1",1994,293.04248046875,2.09147338867189,-0.0880584716796875
"CanESM5","r10i1p1f1",1995,295.945190429688,4.99418334960939,-0.0584869384765625
"CanESM5","r10i1p1f1",1996,294.374694824219,3.42368774414064,-0.0271148681640625
"CanESM5","r10i1p1f1",1997,295.359558105469,4.40855102539064,0.0142669677734375
"CanESM5","r10i1p1f1",1998,293.738403320312,2.78739624023439,0.0567474365234375
"CanESM5","r10i1p1f1",1999,296.222595214844,5.27158813476564,0.101486206054688
"CanESM5","r10i1p1f1",2000,294.834259033203,3.88325195312501,0.151901245117188
"CanESM5","r10i1p1f1",2001,297.670318603516,6.71931152343751,0.196914672851562
"CanESM5","r10i1p1f1",2002,294.046173095703,3.09516601562501,0.238510131835938
"CanESM5","r10i1p1f1",2003,297.673706054688,6.72269897460939,0.280593872070312
"CanESM5","r10i1p1f1",2004,294.66845703125,3.71744995117189,0.319534301757812
"CanESM5","r10i1p1f1",2005,295.389068603516,4.43806152343751,0.357345581054688
"CanESM5","r10i1p1f1",2006,293.249420166016,2.29841308593751,0.399154663085938
"CanESM5","r10i1p1f1",2007,297.233734130859,6.28272705078126,0.440048217773438
"CanESM5","r10i1p1f1",2008,294.923278808594,3.97227172851564,0.481674194335938
"CanESM5","r10i1p1f1",2009,295.122680664062,4.17167358398439,0.524734497070312
"CanESM5","r10i1p1f1",2010,298.364013671875,7.41300659179689,0.567367553710938
"CanESM5","r10i1p1f1",2011,295.551361083984,4.60035400390626,0.611160278320312
"CanESM5","r10i1p1f1",2012,294.678497314453,3.72749023437501,0.654922485351562
"CanESM5","r10i1p1f1",2013,295.072723388672,4.12171630859376,0.699661254882812
"CanESM5","r10i1p1f1",2014,296.183563232422,5.23255615234376,0.745712280273438
"CanESM5","r10i1p1f1",2015,298.643859863281,7.69285278320314,0.757736206054688
"CanESM5","r10i1p1f1",2016,293.902648925781,2.95164184570314,0.805557250976562
"CanESM5","r10i1p1f1",2017,297.610290527344,6.65928344726564,0.854812622070312
"CanESM5","r10i1p1f1",2018,295.971801757812,5.02079467773439,0.904922485351562
"CanESM5","r10i1p1f1",2019,298.690521240234,7.73951416015626,0.959823608398438
"CanESM5","r10i1p1f1",2020,298.547912597656,7.59690551757814,1.02732849121094
"CanESM5","r10i1p1f1",2021,298.777099609375,7.82609252929689,1.09284973144531
"CanESM5","r10i1p1f1",2022,300.284606933594,9.33359985351564,1.14854431152344
"CanESM5","r10i1p1f1",2023,296.628753662109,5.67774658203126,1.19963073730469
"CanESM5","r10i1p1f1",2024,299.158233642578,8.20722656250001,1.24833679199219
"CanESM5","r10i1p1f1",2025,295.877319335938,4.92631225585939,1.29209899902344
"CanESM5","r10i1p1f1",2026,297.168395996094,6.21738891601564,1.33421325683594
"CanESM5","r10i1p1f1",2027,296.519378662109,5.56837158203126,1.37904357910156
"CanESM5","r10i1p1f1",2028,297.550201416016,6.59919433593751,1.41624450683594
"CanESM5","r10i1p1f1",2029,295.56689453125,4.61588745117189,1.45021057128906
"CanESM5","r10i1p1f1",2030,299.196716308594,8.24570922851564,1.49098205566406
"CanESM5","r10i1p1f1",2031,301.297302246094,10.3462951660156,1.53590393066406
"CanESM5","r10i1p1f1",2032,299.527069091797,8.57606201171876,1.57728576660156
"CanESM5","r10i1p1f1",2033,297.042846679688,6.09183959960939,1.62196350097656
"CanESM5","r10i1p1f1",2034,295.782012939453,4.83100585937501,1.66847229003906
"CanESM5","r10i1p1f1",2035,297.213439941406,6.26243286132814,1.71348571777344
"CanESM5","r10i1p1f1",2036,298.008605957031,7.05759887695314,1.76750183105469
"CanESM5","r10i1p1f1",2037,299.825714111328,8.87470703125001,1.83558654785156
