"model","ens","year","tx5d","tx5d_ano","gmst_ano"
"CanESM5","r10i1p1f1",1850,299.808349609375,4.65525146484373,-0.913833618164062
"CanESM5","r10i1p1f1",1851,300.006805419922,4.8537072753906,-0.914199829101562
"CanESM5","r10i1p1f1",1852,300.019470214844,4.86637207031248,-0.915328979492188
"CanESM5","r10i1p1f1",1853,296.73388671875,1.58078857421873,-0.916885375976562
"CanESM5","r10i1p1f1",1854,297.063232421875,1.91013427734373,-0.918289184570312
"CanESM5","r10i1p1f1",1855,299.464447021484,4.3113488769531,-0.920547485351562
"CanESM5","r10i1p1f1",1856,302.072509765625,6.91941162109373,-0.922378540039062
"CanESM5","r10i1p1f1",1857,300.848388671875,5.69529052734373,-0.924057006835938
"CanESM5","r10i1p1f1",1858,300.657897949219,5.50479980468748,-0.928848266601562
"CanESM5","r10i1p1f1",1859,299.85791015625,4.70481201171873,-0.934677124023438
"CanESM5","r10i1p1f1",1860,300.938140869141,5.78504272460935,-0.940292358398438
"CanESM5","r10i1p1f1",1861,302.195922851562,7.04282470703123,-0.944381713867188
"CanESM5","r10i1p1f1",1862,301.935211181641,6.78211303710935,-0.944473266601562
"CanESM5","r10i1p1f1",1863,301.608764648438,6.45566650390623,-0.943191528320312
"CanESM5","r10i1p1f1",1864,297.241058349609,2.0879602050781,-0.941390991210938
"CanESM5","r10i1p1f1",1865,300.296142578125,5.14304443359373,-0.936782836914062
"CanESM5","r10i1p1f1",1866,299.2900390625,4.13694091796873,-0.931411743164062
"CanESM5","r10i1p1f1",1867,301.560333251953,6.40723510742185,-0.926345825195312
"CanESM5","r10i1p1f1",1868,300.043792724609,4.8906945800781,-0.917922973632812
"CanESM5","r10i1p1f1",1869,300.569580078125,5.41648193359373,-0.907638549804688
"CanESM5","r10i1p1f1",1870,302.424468994141,7.27137084960935,-0.899124145507812
"CanESM5","r10i1p1f1",1871,300.254089355469,5.10099121093748,-0.891067504882812
"CanESM5","r10i1p1f1",1872,298.079833984375,2.92673583984373,-0.883193969726562
"CanESM5","r10i1p1f1",1873,299.651489257812,4.49839111328123,-0.876693725585938
"CanESM5","r10i1p1f1",1874,297.570678710938,2.41758056640623,-0.870925903320312
"CanESM5","r10i1p1f1",1875,299.506225585938,4.35312744140623,-0.864669799804688
"CanESM5","r10i1p1f1",1876,299.486114501953,4.33301635742185,-0.858352661132812
"CanESM5","r10i1p1f1",1877,299.830993652344,4.67789550781248,-0.853622436523438
"CanESM5","r10i1p1f1",1878,300.569641113281,5.41654296874998,-0.850448608398438
"CanESM5","r10i1p1f1",1879,298.388549804688,3.23545166015623,-0.846878051757812
"CanESM5","r10i1p1f1",1880,299.647735595703,4.49463745117185,-0.851791381835938
"CanESM5","r10i1p1f1",1881,297.107971191406,1.95487304687498,-0.862442016601562
"CanESM5","r10i1p1f1",1882,301.853057861328,6.69995971679685,-0.873123168945312
"CanESM5","r10i1p1f1",1883,297.947052001953,2.79395385742185,-0.889358520507812
"CanESM5","r10i1p1f1",1884,296.192535400391,1.03943725585935,-0.908370971679688
"CanESM5","r10i1p1f1",1885,298.751922607422,3.5988244628906,-0.923385620117188
"CanESM5","r10i1p1f1",1886,301.031188964844,5.87809082031248,-0.937301635742188
"CanESM5","r10i1p1f1",1887,298.219116210938,3.06601806640623,-0.956771850585938
"CanESM5","r10i1p1f1",1888,298.681060791016,3.52796264648435,-0.974594116210938
"CanESM5","r10i1p1f1",1889,300.408538818359,5.2554406738281,-0.981948852539062
"CanESM5","r10i1p1f1",1890,302.059692382812,6.90659423828123,-0.985183715820312
"CanESM5","r10i1p1f1",1891,300.676727294922,5.5236291503906,-0.982589721679688
"CanESM5","r10i1p1f1",1892,298.927398681641,3.77430053710935,-0.970413208007812
"CanESM5","r10i1p1f1",1893,302.336883544922,7.1837854003906,-0.958419799804688
"CanESM5","r10i1p1f1",1894,302.881500244141,7.72840209960935,-0.946243286132812
"CanESM5","r10i1p1f1",1895,301.0517578125,5.89865966796873,-0.935714721679688
"CanESM5","r10i1p1f1",1896,302.309875488281,7.15677734374998,-0.927780151367188
"CanESM5","r10i1p1f1",1897,299.769348144531,4.61624999999998,-0.920639038085938
"CanESM5","r10i1p1f1",1898,301.193450927734,6.0403527832031,-0.916397094726562
